--- Relatório Detalhado de Falhas de Localização ---

Arquivo                   | Score IoU
img_002396.jpg            | 0.000
img_004127.jpg            | 0.000
img_004629.jpg            | 0.000
img_004504.jpg            | 0.000
img_010740.jpg            | 0.000
img_011518.jpg            | 0.000
img_012418.jpg            | 0.000
img_000596.jpg            | 0.000
img_002002.jpg            | 0.000
img_002248.jpg            | 0.000
img_003242.jpg            | 0.000
img_014870.jpg            | 0.000
img_002538.jpg            | 0.000
img_004091.jpg            | 0.000
img_010598.jpg            | 0.000
img_001377.jpg            | 0.000
img_000838.jpg            | 0.000
img_004245.jpg            | 0.000
img_001255.jpg            | 0.000
img_001578.jpg            | 0.000
img_003136.jpg            | 0.000
img_000108.jpg            | 0.000
img_003237.jpg            | 0.000
img_002263.jpg            | 0.000
img_003144.jpg            | 0.000
img_003793.jpg            | 0.000
img_010123.jpg            | 0.000
img_003906.jpg            | 0.000
img_000122.jpg            | 0.000
img_004275.jpg            | 0.000
img_002940.jpg            | 0.000
img_000616.jpg            | 0.000
img_004400.jpg            | 0.000
img_010070.jpg            | 0.000
img_000515.jpg            | 0.000
img_011989.jpg            | 0.000
img_010634.jpg            | 0.000
img_013800.jpg            | 0.000
img_013900.jpg            | 0.000
img_011611.jpg            | 0.000
img_010292.jpg            | 0.000
img_012789.jpg            | 0.000
img_001312.jpg            | 0.000
img_001686.jpg            | 0.000
img_010280.jpg            | 0.000
img_002310.jpg            | 0.000
img_002212.jpg            | 0.000
img_011129.jpg            | 0.000
img_002518.jpg            | 0.000
img_013087.jpg            | 0.000
img_001759.jpg            | 0.000
img_001468.jpg            | 0.000
img_003802.jpg            | 0.000
img_004767.jpg            | 0.000
img_002277.jpg            | 0.000
img_000114.jpg            | 0.000
img_011674.jpg            | 0.000
img_001244.jpg            | 0.000
img_003195.jpg            | 0.000
img_004845.jpg            | 0.000
img_013658.jpg            | 0.000
img_000621.jpg            | 0.000
img_004548.jpg            | 0.000
img_001488.jpg            | 0.000
img_011376.jpg            | 0.000
img_010313.jpg            | 0.000
img_004537.jpg            | 0.000
img_002026.jpg            | 0.000
img_001838.jpg            | 0.000
